Fake ID,Year,City,Month,Day,Time,Week,Type Of Accident,Reasons,Street,Place,Area,Location,Lighting,Road Condition,Weather Condition,Road surface,Lay injured,Injured seat,Degree of injury,Age of the injured,The person's gender,Speed of the road,Number of tracks,Pedestrian behavior,Intersection,Total
897862,2021,Fujairah,Dec,Thursday,At noon,The first week,A fixed body was shocked outside the road,Sudden deviation,Al -Hail Street,Governmental,Tricks,public road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Eloquent,27,Male,80,2,There is no,Not on or by (20) meters of a,1
897863,2021,Ras Al Khaimah,October,Friday,Evening,fourth week,A fixed body was shocked outside the road,Sudden deviation,Emirates Al Saadi Street,Industrial area,The Red Island,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,Eloquent,28,Male,80,2,There is no,Not at intersection,1
897864,2021,Abu Dhabi,Dec,Thursday,Evening,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Al Ain Street - Dubai,External road,Hayer,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,33,Male,140,4,There is no,Not at intersection,1
897865,2021,Abu Dhabi,Dec,Saturday,Before noon,second week,Deterioration,Sudden deviation,Tarif road,External road,intimate,public road,day,Wicked (Bad),No Clouds,dry,passenger,Bike,Eloquent,24,Male,160,4,There is no,Not on or by (20) meters of a,1
897867,2021,Sharjah,August,Saturday,Before noon,The first week,Shocked,Sudden deviation,Maliha Street,Industrial area,The eighteenth industrial zone,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,19,Male,120,3,There is no,Not on or by (20) meters of a,1
897871,2021,Abu Dhabi,Dec,Monday,Before noon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,General Street (Abu Dhabi - Commodities),External road,Port,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,45,Male,160,4,There is no,Not at intersection,1
897873,2021,Fujairah,March,Wednesday,Before noon,second week,Deterioration,Sudden deviation,Sheikh Khalifa bin Zayed Street - Al -Farfar,Mountainous area,Alfrafar area,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,45,Male,120,3,There is no,Not on or by (20) meters of a,1
897874,2021,Abu Dhabi,November,Wednesday,Evening,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,Residential area,Mohammed bin Zayed City,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,25,Male,60,2,There is no,Not on or by (20) meters of a,1
897877,2021,Sharjah,September,Wednesday,Before noon,The fifth week,Cross -100,Sudden deviation,Second Industrial Street,Industrial area,second industrial,Individual,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,69,Male,40,1,There is no,Not on or by (20) meters of a,1
897884,2021,Sharjah,Dec,Saturday,Evening,fourth week,Consecutive,Preoccupation with the road while driving the vehicle in any way,Maliha Street,External road,Sword,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Eloquent,38,Male,120,3,Familiar,Not on or by (20) meters of a,1
897890,2021,Fujairah,October,Sunday,At noon,second week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,Safed Street,Residential area,Safed area,Individual,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Eloquent,46,Female,40,1,There is no,Not on or by (20) meters of a,1
897893,2021,Abu Dhabi,Dec,Thursday,In the afternoon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,Tunnel / Bridge,Al -Shamekha Bridge,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,passenger,Rapid in the back seat,Eloquent,4,Male,80,3,There is no,Not on or by (20) meters of a,1
897896,2021,Abu Dhabi,Dec,Saturday,In the afternoon,the third week,Run,Preoccupation with the road while driving the vehicle in any way,There is no definition,Industrial area,Industrial Archbishop,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Eloquent,35,Male,60,2,There is no,Not on or by (20) meters of a,1
897901,2021,Abu Dhabi,November,Wednesday,At noon,The first week,Run,Preoccupation with the road while driving the vehicle in any way,Sheikh Maktoum Bin Rashid Street,External road,Phantom,Double road,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,death,46,Male,140,5,Familiar,Not on or by (20) meters of a,1
897904,2021,Ras Al Khaimah,June,Monday,Before noon,fourth week,A fixed body was shocked outside the road,Sudden deviation,Khorkheir Street,Industrial area,Hide,Double road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,death,19,Male,100,2,There is no,Not on or by (20) meters of a,1
897905,2021,Abu Dhabi,January,Tuesday,Before noon,the third week,Run,Preoccupation with the road while driving the vehicle in any way,Tarif road,External road,There is no definition of regions,Individual,day,Wicked (Bad),fog,Foundation,pedestrian,There is no passenger,death,45,Male,80,4,Familiar,Not on or by (20) meters of a,1
897906,2021,Abu Dhabi,January,Friday,At noon,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Inner Street No. (Three),Residential area,There is no definition of regions,Dhuatatin Road,day,curve,cloudy,dry,driver,Driver,death,14,Male,60,2,There is no,Not on or by (20) meters of a,1
897907,2021,Ras Al Khaimah,April,Saturday,Evening,The first week,A fixed body was shocked outside the road,Sudden deviation,Mohammed Bin Salem Street from Dolphin Roundabout to Dr. Sorghum,Others,The Red Island,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,death,25,Male,100,2,There is no,Not at intersection,1
897908,2021,Abu Dhabi,March,Sunday,At noon,the third week,A fixed body shocked the road,Sudden deviation,Sheikh Maktoum Bin Rashid Street,Residential area,magnanimity,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,death,23,Male,140,3,There is no,Not on or by (20) meters of a,1
897912,2021,Ras Al Khaimah,October,Friday,Before noon,fourth week,Deterioration,Sudden deviation,Al -Munai’i Street,External road,Al -Munai’i,public road,day,Wicked (Bad),No Clouds,dry,driver,Bike,death,26,Male,100,2,There is no,Not at intersection,1
897915,2021,Abu Dhabi,February,Sunday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Rashid Al Maktoum Street,Petrol station,-,Double road,Night - Enough lighting,crowded,No Clouds,dry,driver,Driver,death,29,Male,140,4,There is no,Not on or by (20) meters of a,1
897929,2021,Abu Dhabi,September,Wednesday,Before noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,External road,Al -Shawmikh Bridge,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,death,22,Male,120,4,There is no,Not on or by (20) meters of a,1
897930,2021,Umm Al Quwain,November,Thursday,Evening,the third week,Deterioration,Sudden deviation,Sheikh Mohammed bin Zayed Street (Umm Al Qain - Ras Al Khaimah),Petrol station,Navel,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,death,25,Male,120,3,There is no,Not on or by (20) meters of a,1
897931,2021,Abu Dhabi,February,Monday,In the afternoon,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Sweihan Road,Residential area,The farmer,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,death,17,Male,80,4,There is no,Not on or by (20) meters of a,1
897932,2021,Umm Al Quwain,August,Sunday,Before noon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Zayed Street (Umm Al Qain - Ras Al Khaimah),External road,Navel,public road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,death,38,Male,120,3,There is no,Not on or by (20) meters of a,1
897939,2021,Umm Al Quwain,January,Sunday,Before noon,fourth week,Deterioration,Preoccupation with the road while driving the vehicle in any way,International Federation Street,Commercial area,The Rafeh area,public road,Night - without lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,35,Male,40,2,There is no,vertigo,1
897942,2021,Abu Dhabi,August,Wednesday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,There is no definition,External road,Between the two bridges,public road,day,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,29,Male,80,3,There is no,Not at intersection,1
897949,2021,Abu Dhabi,Dec,Monday,Evening,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Arabian Gulf Street(Thirty),Tunnel / Bridge,There is no definition of regions,Bridge / tunnel,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Simple,21,Female,120,5,There is no,Not at intersection,1
897950,2021,Sharjah,August,Sunday,At noon,the third week,Non -moving,Sudden deviation,University City Street,Petrol station,Shahba,Other (select),day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Simple,23,Male,40,0,There is no,Not on or by (20) meters of a,1
897954,2021,Abu Dhabi,November,Sunday,In the afternoon,fourth week,Run,Preoccupation with the road while driving the vehicle in any way,Armored road,External road,Industrial armored bridge,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Simple,54,Male,120,3,He crosses not on transit lines,Not on or by (20) meters of a,1
897958,2021,Sharjah,January,Wednesday,Evening,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Saeed Al Qasimi Street,garden,Sidra,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Simple,45,Male,60,3,Familiar,vertigo,1
897964,2021,Sharjah,July,Sunday,Evening,the third week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Al -Orouba Street,garden,Jubail,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Simple,29,Male,60,2,There is no,Not on or by (20) meters of a,1
897967,2021,Sharjah,March,Saturday,In the afternoon,fourth week,Deterioration,Sudden deviation,Sheikh Khalid bin Mohammed Al Qasimi Street,Commercial area,Sheikh Khaled Road,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,19,Male,60,2,There is no,Not on or by (20) meters of a,1
897973,2021,Ras Al Khaimah,April,Friday,Before noon,second week,Run,Preoccupation with the road while driving the vehicle in any way,Al -Faisal Street near the agencies,Commercial area,Old Ras Al Khaimah,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,pedestrian,There is no passenger,Simple,8,Male,80,3,He crosses not on transit lines,Not at intersection,1
897989,2021,Sharjah,February,Thursday,Before noon,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Hospital roundabout,hospital,Yarmouk,public road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Simple,18,Male,80,2,There is no,vertigo,1
897990,2021,Umm Al Quwain,November,Thursday,Evening,the third week,Deterioration,Sudden deviation,Sheikh Mohammed bin Zayed Street (Umm Al Qain - Ras Al Khaimah),Petrol station,Navel,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,47,Male,120,3,There is no,Not on or by (20) meters of a,1
897996,2021,Abu Dhabi,Dec,Saturday,In the afternoon,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,There is no definition,Tunnel / Bridge,Between the two bridges,Double road,day,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,32,Female,100,3,There is no,Not at intersection,1
897999,2021,Ras Al Khaimah,August,Tuesday,Evening,The first week,A fixed body shocked the road,Sudden deviation,Al -Saadi Al -Tawiyeen Street,Others,Stagnation,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,Simple,29,Male,100,2,There is no,Not at intersection,1
898002,2021,Ajman,August,Friday,Evening,second week,Deterioration,Sudden deviation,Sheikh Mohammed bin Zayed Street,External road,Hill,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,32,Male,120,0,There is no,Not on or by (20) meters of a,1
898005,2021,Abu Dhabi,June,Thursday,Before noon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Sweihan Road,External road,Enhanced,Individual,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Simple,25,Male,100,3,There is no,Not on or by (20) meters of a,1
898006,2021,Abu Dhabi,August,Sunday,Evening,second week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,Yas Street One,External road,Yass Island,public road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Simple,32,Male,140,5,There is no,Not at intersection,1
898010,2021,Abu Dhabi,October,Saturday,Before noon,The first week,Deterioration,Preoccupation with the road while driving the vehicle in any way,The shampoo,Tunnel / Bridge,There is no definition of regions,Individual,day,Wicked (Bad),fog,Temple,passenger,Rapid in the back seat,Simple,16,Male,80,1,There is no,Not on or by (20) meters of a,1
898011,2021,Umm Al Quwain,November,Thursday,Evening,the third week,Deterioration,Sudden deviation,Sheikh Mohammed bin Zayed Street (Umm Al Qain - Ras Al Khaimah),Petrol station,Navel,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,45,Male,120,3,There is no,Not on or by (20) meters of a,1
898013,2021,Abu Dhabi,October,Saturday,Before noon,The first week,Deterioration,Preoccupation with the road while driving the vehicle in any way,The shampoo,Tunnel / Bridge,There is no definition of regions,Individual,day,Wicked (Bad),fog,Temple,passenger,Rapid in the back seat,Simple,17,Male,80,1,There is no,Not on or by (20) meters of a,1
898017,2021,Abu Dhabi,November,Friday,Evening,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Maktoum Bin Rashid Street,External road,magnanimity,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Simple,32,Male,140,4,There is no,Not on or by (20) meters of a,1
898022,2021,Sharjah,November,Tuesday,At noon,second week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Khorfakkan Road,External road,Sharjah / Al Dhaid,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,22,Male,120,2,There is no,Not at intersection,1
898024,2021,Umm Al Quwain,January,Sunday,Before noon,fourth week,Deterioration,Preoccupation with the road while driving the vehicle in any way,International Federation Street,Commercial area,The Rafeh area,public road,Night - without lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,32,Male,40,2,There is no,vertigo,1
898030,2021,Abu Dhabi,January,Wednesday,At noon,second week,Deterioration,Preoccupation with the road while driving the vehicle in any way,There is no definition,Island,There is no definition of regions,public road,day,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,17,Male,80,2,There is no,Not on or by (20) meters of a,1
898036,2021,Abu Dhabi,May,Tuesday,Before noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Al Ain Street - Dubai,Petrol station,Hayer,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,31,Male,140,4,There is no,Not on or by (20) meters of a,1
898040,2021,Abu Dhabi,March,Monday,In the afternoon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,Residential area,Tall,Individual,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,31,Male,60,1,There is no,A meeting of half -vertical roads,1
898042,2021,Fujairah,October,Friday,In the afternoon,the third week,Be shocked,Preoccupation with the road while driving the vehicle in any way,An internal street,Others,Bureaux area,Intersection,day,Other (select),No Clouds,Temple,driver,Driver,Simple,21,Female,30,1,There is no,Not on or by (20) meters of a,1
898045,2021,Sharjah,Dec,Sunday,Before noon,The first week,Deterioration,Sudden deviation,Khorfakkan Road,External road,scarf,Double road,day,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,25,Male,120,2,There is no,Not at intersection,1
898048,2021,Abu Dhabi,July,Tuesday,At noon,the third week,Run,Preoccupation with the road while driving the vehicle in any way,Armored road,Commercial area,Popularism,Individual,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Simple,8,Female,40,1,He crosses not on transit lines,Not on or by (20) meters of a,1
898049,2021,Abu Dhabi,January,Tuesday,Before noon,the third week,Run,Preoccupation with the road while driving the vehicle in any way,Tarif road,External road,There is no definition of regions,Individual,day,Wicked (Bad),fog,Foundation,driver,Driver,Simple,51,Male,80,4,There is no,Not on or by (20) meters of a,1
898051,2021,Ras Al Khaimah,June,Saturday,Evening,fourth week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Al -Naeem's positions Mall,Commercial area,Northern,Intersection,Night - Enough lighting,crowded,No Clouds,Temple,driver,Bike,Simple,33,Male,20,2,There is no,A meeting of half -vertical roads,1
898061,2021,Abu Dhabi,October,Wednesday,Before noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Arabian Gulf Street(Thirty),Governmental,There is no definition of regions,public road,day,crowded,No Clouds,dry,driver,Driver,Medium,47,Male,120,4,There is no,Not at intersection,1
898064,2021,Ras Al Khaimah,April,Sunday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Al Montaser Street,Commercial area,Palm,Other (select),day,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,22,Male,80,2,There is no,Hole,1
898069,2021,Abu Dhabi,October,Sunday,Evening,The fifth week,Run,Preoccupation with the road while driving the vehicle in any way,There is no definition,Commercial area,Industrial Archbishop,parking,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,4,Female,20,1,He crosses not on transit lines,Not on or by (20) meters of a,1
898071,2021,Abu Dhabi,March,Thursday,Evening,The first week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,There is no definition,External road,Industrial Archbishop,public road,Night - Enough lighting,Hole,No Clouds,dry,driver,Driver,Medium,30,Female,60,2,There is no,vertigo,1
898077,2021,Ras Al Khaimah,September,Saturday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Jisr Al -Arabi Street,Commercial area,Palm,Intersection,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,42,Male,80,2,There is no,Vertical cross intersection,1
898080,2021,Abu Dhabi,May,Friday,Evening,the third week,Deterioration,Sudden deviation,Arabian Gulf Street(Thirty),Commercial area,There is no definition of regions,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,45,Male,100,4,There is no,Not on or by (20) meters of a,1
898083,2021,Abu Dhabi,July,Saturday,Evening,the third week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,International airport roads,Residential area,Khalifa City (a),Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,35,Male,60,2,There is no,Hole,1
898089,2021,Ras Al Khaimah,February,Monday,In the afternoon,fourth week,Be shocked,Sudden deviation,Al Ras area,Mosque,Whisper,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,41,Male,60,2,There is no,Not on or by (20) meters of a,1
898090,2021,Abu Dhabi,June,Wednesday,At noon,The first week,Consecutive,Preoccupation with the road while driving the vehicle in any way,Truck Street,Tunnel / Bridge,Bare,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,34,Male,120,3,There is no,Not at intersection,1
898092,2021,Abu Dhabi,July,Saturday,At noon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Missing,Residential area,The city of Shakhbout,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,28,Male,80,2,There is no,Not on or by (20) meters of a,1
898094,2021,Abu Dhabi,March,Wednesday,Evening,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Rashid Al Maktoum Street,Petrol station,-,public road,Night - Enough lighting,crowded,No Clouds,dry,driver,Driver,Medium,28,Male,140,4,There is no,Not on or by (20) meters of a,1
898096,2021,Abu Dhabi,May,Thursday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,Tunnel / Bridge,There is no definition of regions,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,pedestrian,There is no passenger,Medium,52,Male,140,6,There is no,Not on or by (20) meters of a,1
898097,2021,Abu Dhabi,August,Sunday,Evening,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,Petrol station,There is no definition of regions,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Bike,Medium,36,Male,80,3,There is no,Others,1
898101,2021,Abu Dhabi,February,Wednesday,Evening,second week,Run,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,Residential area,Bani Yas (East),Dhuatatin Road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,39,Male,60,1,He crosses not on transit lines,Not on or by (20) meters of a,1
898103,2021,Ras Al Khaimah,Dec,Sunday,In the afternoon,second week,Run,Preoccupation with the road while driving the vehicle in any way,Al -Faisal Street,Commercial area,Old Ras Al Khaimah,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,pedestrian,There is no passenger,Medium,55,Male,80,3,He crosses pedestrian crossing lines,Not on or by (20) meters of a,1
898106,2021,Ajman,August,Friday,Evening,second week,Deterioration,Sudden deviation,Sheikh Mohammed bin Zayed Street,External road,Hill,Double road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Medium,30,Male,120,0,There is no,Not on or by (20) meters of a,1
898112,2021,Abu Dhabi,November,Saturday,Evening,the third week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,Toward,Residential area,Tall,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Medium,17,Female,100,3,There is no,vertigo,1
898119,2021,Abu Dhabi,October,Saturday,Before noon,The first week,Deterioration,Preoccupation with the road while driving the vehicle in any way,The shampoo,Tunnel / Bridge,There is no definition of regions,Individual,day,Wicked (Bad),fog,Temple,passenger,Rapid in the back seat,Medium,13,Male,80,1,There is no,Not on or by (20) meters of a,1
898123,2021,Abu Dhabi,May,Saturday,Before noon,The first week,Shocked,Preoccupation with the road while driving the vehicle in any way,IPZeroSix ( Kizad ),Sandy area,Long,Double road,day,narrow road,No Clouds,dry,driver,Driver,Medium,20,Male,60,2,There is no,Not on or by (20) meters of a,1
898124,2021,Abu Dhabi,February,Thursday,At noon,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Maktoum Bin Rashid Street,External road,Phantom,Double road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Medium,39,Male,140,4,There is no,Not on or by (20) meters of a,1
898129,2021,Abu Dhabi,January,Wednesday,Before noon,the third week,A fixed body was shocked outside the road,Sudden deviation,Al Ain Street - Al -Wajan - Al -Qaa,External road,Custody,Individual,Night - without lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,29,Male,100,2,There is no,Not on or by (20) meters of a,1
898144,2021,Ras Al Khaimah,February,Tuesday,Evening,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Saqr Street,Commercial area,Sih Al -Barirat,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Bike,Medium,26,Male,60,2,There is no,Not at intersection,1
898145,2021,Abu Dhabi,August,Sunday,At noon,fourth week,Shock,Sudden deviation,Nahel Street - Al Ain,Residential area,All regions,Double road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Medium,44,Female,140,2,There is no,Not at intersection,1
898148,2021,Abu Dhabi,October,Monday,Evening,fourth week,Run,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,Residential area,Al -Shamekha Bridge,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,46,Male,60,2,He crosses not on transit lines,Not on or by (20) meters of a,1
898153,2021,Ras Al Khaimah,September,Wednesday,Before noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Kadra Street - Dafta,Tunnel / Bridge,Disgust,public road,day,Other (select),No Clouds,dry,driver,Driver,Medium,22,Male,120,2,There is no,Not on or by (20) meters of a,1
898154,2021,Ajman,June,Monday,At noon,fourth week,Be shocked,Sudden deviation,unknown,Governmental,Rashidiya,Double road,Night - without lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,8,Male,40,0,There is no,A meeting of half -vertical roads,1
898163,2021,Abu Dhabi,October,Wednesday,In the afternoon,fourth week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Sheikh Maktoum Bin Rashid Street,Residential area,Al Shaila,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,19,Male,80,2,There is no,Not on or by (20) meters of a,1
898165,2021,Abu Dhabi,April,Sunday,At noon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,There is no definition,Commercial area,Industrial Archbishop,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,57,Male,60,3,There is no,Not on or by (20) meters of a,1
898166,2021,Ajman,January,Wednesday,At noon,fourth week,A fixed body shocked the road,Sudden deviation,Sheikh Hamid bin Rashid Al Nuaimi Street,Others,Rumor,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,36,Male,50,0,There is no,Not on or by (20) meters of a,1
898168,2021,Abu Dhabi,August,Sunday,Evening,The fifth week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Khalifa Bin Zayed Street I,Industrial area,There is no definition of regions,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Medium,20,Male,100,3,There is no,Not at intersection,1
898171,2021,Sharjah,March,Tuesday,Before noon,The first week,Deterioration,Sudden deviation,Sheikh Mohammed bin Zayed Street,Sandy area,Hamriyah,Other (select),Night - without lighting,Wicked (Bad),No Clouds,Sand,passenger,A passenger in the front seat,Medium,33,Male,10,1,There is no,Not on or by (20) meters of a,1
898173,2021,Umm Al Quwain,May,Monday,Before noon,second week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Zayed Street (Umm Al Qain - Ras Al Khaimah),Petrol station,Navel,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,40,Male,120,3,There is no,Not on or by (20) meters of a,1
898175,2021,Abu Dhabi,January,Friday,Evening,second week,Run,Sudden deviation,An internal street,Commercial area,Camp Companies,Intersection,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,25,Male,80,2,Familiar,Multi -legs intersection,1
898176,2021,Abu Dhabi,October,Saturday,Before noon,the third week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,Residential area,Tall,vertigo,day,Wicked (Bad),No Clouds,Temple,passenger,A passenger in the front seat,Medium,51,Female,60,3,There is no,Not at intersection,1
898177,2021,Abu Dhabi,June,Sunday,Before noon,the third week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,External road,Mafraq Hospital Bridge,Double road,day,curve,No Clouds,dry,driver,Driver,Medium,23,Male,140,4,There is no,A meeting of half -vertical roads,1
898181,2021,Abu Dhabi,April,Monday,At noon,The first week,Run,Preoccupation with the road while driving the vehicle in any way,There is no definition,Commercial area,Industrial Archbishop,Individual,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,36,Female,30,1,Familiar,Not on or by (20) meters of a,1
898182,2021,Abu Dhabi,September,Wednesday,At noon,the third week,Run,Preoccupation with the road while driving the vehicle in any way,Zayed the First Intersection - Street Twenty Six,Residential area,Khalidiya,Intersection,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,41,Male,40,2,He crosses not on transit lines,A meeting of half -vertical roads,1
898184,2021,Abu Dhabi,June,Tuesday,Before noon,the third week,Deterioration,Sudden deviation,Zayed Bin Sultan Street (General),External road,More,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,34,Male,80,3,There is no,vertigo,1
